Rank,Name,Platform,Year,Genre,Publisher,Developer
654,Call of the Sea,XOne,2020,Adventure,Raw Fury  ,Out of the Blue  
655,Call of the Sea,PC,2020,Adventure,Raw Fury  ,Out of the Blue  
656,Call of the Sea,XS,2020,Adventure,Raw Fury  ,Out of the Blue  
657,Chivalry 2,PS5,2020,Action,Tripwire Interactive  ,Torn Banner Studios  
658,Chivalry 2,XS,2020,Action,Tripwire Interactive  ,Torn Banner Studios  
659,Chivalry 2,XOne,2020,Action,Tripwire Interactive  ,Torn Banner Studios  
660,Chivalry 2,PS4,2020,Action,Tripwire Interactive  ,Torn Banner Studios  
661,Chronos: Before the Ashes,XOne,2020,Role-Playing,THQ Nordic  ,Gunfire Games  
662,Chronos: Before the Ashes,PS4,2020,Role-Playing,THQ Nordic  ,Gunfire Games  
663,Chronos: Before the Ashes,PC,2020,Role-Playing,THQ Nordic  ,Gunfire Games  
664,Chronos: Before the Ashes,NS,2020,Role-Playing,THQ Nordic  ,Gunfire Games  
665,Code Shifter,XOne,2020,Action,Arc System Works  ,Arc System Works  
666,Code Shifter,PS4,2020,Action,Arc System Works  ,Arc System Works  
667,Code Shifter,PC,2020,Action,Arc System Works  ,Arc System Works  
668,Code Shifter,NS,2020,Action,Arc System Works  ,Arc System Works  
669,Convallaria,PS4,2020,Shooter,Sony Computer Entertainment  ,Loong Force  
670,Convergence: A League of Legends Story,PC,2020,Action,Riot Games  ,Double Stallion Games  
671,Cris Tales,XOne,2020,Role-Playing,Modus Games  ,Dreams Uncorporated  
672,Cris Tales,PS4,2020,Role-Playing,Modus Games  ,Dreams Uncorporated  
673,Cris Tales,PC,2020,Role-Playing,Modus Games  ,Dreams Uncorporated  
674,Cris Tales,NS,2020,Role-Playing,Modus Games  ,Dreams Uncorporated  
675,Cris Tales,XS,2020,Role-Playing,Modus Games  ,Dreams Uncorporated  
676,Cris Tales,PS5,2020,Role-Playing,Modus Games  ,Dreams Uncorporated  
677,Cthulhu Saves Christmas,PC,2020,Role-Playing,Zeboyd Games  ,Zeboyd Games  
678,Cyber Shadow,XOne,2020,Platform,Yacht Club Games  ,Mechanical Head Studios  
679,Cyber Shadow,PS4,2020,Platform,Yacht Club Games  ,Mechanical Head Studios  
680,Cyber Shadow,PC,2020,Platform,Yacht Club Games  ,Mechanical Head Studios  
681,Cyber Shadow,NS,2020,Platform,Yacht Club Games  ,Mechanical Head Studios  
682,Dangerous Driving 2,XOne,2020,Racing,Three Fields Entertainment  ,Three Fields Entertainment  
683,Dangerous Driving 2,PS4,2020,Racing,Three Fields Entertainment  ,Three Fields Entertainment  
684,Dangerous Driving 2,PC,2020,Racing,Three Fields Entertainment  ,Three Fields Entertainment  
685,Dangerous Driving 2,NS,2020,Racing,Three Fields Entertainment  ,Three Fields Entertainment  
686,Dark Envoy,XOne,2020,Role-Playing,Event Horizon Software  ,Event Horizon Software  
687,Dark Envoy,PS4,2020,Role-Playing,Event Horizon Software  ,Event Horizon Software  
688,Dark Envoy,PC,2020,Role-Playing,Event Horizon Software  ,Event Horizon Software  
689,Darkest Dungeon 2,XOne,2020,Strategy,Merge Games  ,Red Hook Studios  
690,Darkest Dungeon 2,PS4,2020,Strategy,Merge Games  ,Red Hook Studios  
691,Darkest Dungeon 2,NS,2020,Strategy,Merge Games  ,Red Hook Studios  
692,Darkest Dungeon 2,PC,2020,Strategy,Merge Games  ,Red Hook Studios  
693,Darkest Dungeon 2,Linux,2020,Strategy,Merge Games  ,Red Hook Studios  
694,Dead by Daylight,XS,2020,Action,Behaviour Interactive  ,Behaviour Interactive  
695,Dead by Daylight,PS5,2020,Action,Behaviour Interactive  ,Behaviour Interactive  
696,Death March Club,PC,2020,Adventure,Too Kyo Games  ,Too Kyo Games  
697,Deathloop,PC,2020,Action,Bethesda Softworks  ,Arkane Studios  
698,Destiny 2: Beyond Light,XS,2020,Shooter,Bungie Software  ,Bungie  
699,Destiny 2: Beyond Light,PS5,2020,Shooter,Bungie Software  ,Bungie  
700,Devil’s Hunt,XOne,2020,Action-Adventure,1C Company  ,Layopi Games  
701,Devil’s Hunt,PS4,2020,Action-Adventure,1C Company  ,Layopi Games  
702,Devil’s Hunt,NS,2020,Action-Adventure,1C Company  ,Layopi Games  
703,Digimon Survive,PS4,2020,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco  
704,Digimon Survive,NS,2020,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco  
705,Digimon Survive,XOne,2020,Role-Playing,Bandai Namco Entertainment  ,WitchCraft  
706,Digimon Survive,PC,2020,Role-Playing,Bandai Namco Entertainment  ,WitchCraft  
707,Disco Elysium,XOne,2020,Role-Playing,ZA/UM  ,ZA/UM  
708,Disco Elysium,PS4,2020,Role-Playing,ZA/UM  ,ZA/UM  
709,Disco Elysium,NS,2020,Role-Playing,ZA/UM  ,ZA/UM  
710,Dungeons & Dragons: Dark Alliance,PC,2020,Role-Playing,Tuque Games  ,Tuque Games  
711,Dying Light 2 Stay Human,PS4,2020,Action-Adventure,Techland  ,Techland  
712,Dying Light 2 Stay Human,XOne,2020,Action-Adventure,Techland  ,Techland  
713,Dying Light 2 Stay Human,PC,2020,Action-Adventure,Techland  ,Techland  
714,Earth Defense Force: World Brothers,PS4,2020,Action,D3 Publisher  ,D3 Publisher  
715,Earth Defense Force: World Brothers,NS,2020,Action,D3 Publisher  ,D3 Publisher  
716,Elden Ring,PC,2020,Action-Adventure,Bandai Namco Entertainment  ,From Software  
717,Elden Ring,XOne,2020,Action-Adventure,Bandai Namco Entertainment  ,From Software  
718,Elden Ring,PS4,2020,Action-Adventure,Bandai Namco Entertainment  ,From Software  
719,Empire of Sin,NS,2020,Strategy,Paradox Interactive   ,Romero Games  
720,Empire of Sin,PS4,2020,Strategy,Paradox Interactive   ,Romero Games  
721,Empire of Sin,XOne,2020,Strategy,Paradox Interactive   ,Romero Games  
722,Empire of Sin,PC,2020,Strategy,Paradox Interactive   ,Romero Games  
723,Everwild,XOne,2020,Action-Adventure,Xbox Game Studios  ,Rare Ltd.  
724,Everwild,XS,2020,Action-Adventure,Xbox Game Studios  ,Rare Ltd.  
725,Evil Genius 2 World Domination,PC,2020,Strategy,Rebellion  ,Rebellion Developments  
726,Evotinction,PS4,2020,Action,Sony Computer Entertainment  ,Spikewave Games  
727,F.I.S.T.,PS4,2020,Action-Adventure,Sony Computer Entertainment  ,TiGames  
728,Five Nights at Freddy's: Security Breach,PC,2020,Puzzle,Scott Cawthon  ,Steel Wool Studios  
729,Forza Motorsport,XS,2020,Racing,Xbox Game Studios  ,Turn 10 Studios  
730,Forza Motorsport,PC,2020,Racing,Xbox Game Studios  ,Turn 10 Studios  
731,Freedom Planet 2,PC,2020,Action,GalaxyTrail Games  ,GalaxyTrail Games  
732,Gamedec,PC,2020,Role-Playing,Anshar Studios  ,Anshar Studios  
733,Gears 5,XS,2020,Shooter,Xbox Game Studios  ,The Coalition  
734,Genshin Impact,iOS,2020,Action-Adventure,miHoYo  ,miHoYo  
735,Genshin Impact,NS,2020,Action-Adventure,miHoYo  ,miHoYo  
736,Genso Skydrift,PS4,2020,Racing,illuCalab  ,illuCalab  
737,Georifters,XOne,2020,Action,Another Indie  ,Busy Toaster  
738,Georifters,PS4,2020,Action,Another Indie  ,Busy Toaster  
739,Georifters,PC,2020,Action,Another Indie  ,Busy Toaster  
740,Georifters,NS,2020,Action,Another Indie  ,Busy Toaster  
741,Granblue Fantasy: Relink,PS4,2020,Role-Playing,Cygames  ,Cygames  
742,Gridiron Champions,XOne,2020,Sports,iMackulate Vision Gaming  ,iMackulate Vision Gaming  
743,Gridiron Champions,PS4,2020,Sports,iMackulate Vision Gaming  ,iMackulate Vision Gaming  
744,Gridiron Champions,PC,2020,Sports,iMackulate Vision Gaming  ,iMackulate Vision Gaming  
745,Griftlands,PC,2020,Strategy,Klei Entertainment  ,Klei Entertainment  
746,Hades,PC,2020,Action-Adventure,Supergiant Games  ,Supergiant Games  
747,Heart of the Woods,NS,2020,Visual Novel,Sekai Project  ,Studio Elan  
748,Hollow Knight: Silksong,NS,2020,Action-Adventure,Team Cherry  ,Team Cherry  
749,Hollow Knight: Silksong,PC,2020,Action-Adventure,Team Cherry  ,Team Cherry  
750,Homeworld 3,PC,2020,Strategy,Gearbox Software  ,Blackbird Interactive  
751,Hot Lava,Linux,2020,Platform,Klei Entertainment  ,Klei Entertainment  
752,Hot Lava,PC,2020,Platform,Klei Entertainment  ,Klei Entertainment  
753,Humankind,PC,2020,Strategy,Sega  ,Amplitude Studios  
754,Hypercharge: Unboxed,PC,2020,Shooter,Digital Cybercherries  ,Digital Cybercherries  
755,Hytale,PC,2020,Role-Playing,Hypixel Studios  ,Hypixel Studios  
756,In Nightmare,PS4,2020,Action-Adventure,Sony Computer Entertainment  ,Magicfish Studio  
757,ITTA,PC,2020,Shooter,Armor Games  ,Glass Revolver  
758,ITTA,NS,2020,Shooter,Armor Games  ,Glass Revolver  
759,Jett: The Far Shore,PS5,2020,Adventure,Superbrothers  ,Superbrothers  
760,Jett: The Far Shore,PS4,2020,Adventure,Superbrothers  ,Superbrothers  
761,Jett: The Far Shore,PC,2020,Adventure,Superbrothers  ,Superbrothers  
762,Kerbal Space Program 2,XOne,2020,Simulation,Squad  ,Squad  
763,Kerbal Space Program 2,PS4,2020,Simulation,Squad  ,Squad  
764,Kerbal Space Program 2,PC,2020,Simulation,Squad  ,Squad  
765,King’s Bounty II,XOne,2020,Strategy,1C Entertainment  ,1C Entertainment  
766,King’s Bounty II,PS4,2020,Strategy,1C Entertainment  ,1C Entertainment  
767,King’s Bounty II,PC,2020,Strategy,1C Entertainment  ,1C Entertainment  
768,KungFu Kickball,XOne,2020,Sports,Blowfish Studios  ,WhaleFood Games  
769,KungFu Kickball,PS4,2020,Sports,Blowfish Studios  ,WhaleFood Games  
770,KungFu Kickball,PC,2020,Sports,Blowfish Studios  ,WhaleFood Games  
771,KungFu Kickball,NS,2020,Sports,Blowfish Studios  ,WhaleFood Games  
772,Last Stop,XOne,2020,Adventure,Annapurna Interactive  ,Variable State  
773,Last Stop,PC,2020,Adventure,Annapurna Interactive  ,Variable State  
774,Last Stop,XS,2020,Adventure,Annapurna Interactive  ,Variable State  
775,Magic: Legends,PC,2020,MMO,Perfect World Entertainment  ,Cryptic Studios  
776,Medieval Engineers,PC,2020,Simulation,Keen Software House  ,Keen Software House  
777,Mighty Fight Federation,XOne,2020,Fighting,"Komi Games, Inc  ","Komi Games, Inc  "
778,Mighty Fight Federation,PS4,2020,Fighting,"Komi Games, Inc  ","Komi Games, Inc  "
779,Mighty Fight Federation,PC,2020,Fighting,"Komi Games, Inc  ","Komi Games, Inc  "
780,Mighty Fight Federation,NS,2020,Fighting,"Komi Games, Inc  ","Komi Games, Inc  "
781,Minute of Islands,XOne,2020,Adventure,Mixtvision  ,Studio Fizbin  
782,Minute of Islands,PS4,2020,Adventure,Mixtvision  ,Studio Fizbin  
783,Minute of Islands,PC,2020,Adventure,Mixtvision  ,Studio Fizbin  
784,Minute of Islands,NS,2020,Adventure,Mixtvision  ,Studio Fizbin  
785,Monster Hunter Riders,iOS,2020,Role-Playing,Capcom  ,Capcom  
786,Monster Hunter Riders,And,2020,Role-Playing,Capcom  ,Capcom  
787,Mount & Blade II: Bannerlord,PC,2020,Role-Playing,Taleworlds  ,Taleworlds  
788,Mythgard,PC,2020,Strategy,"Rhino Games, Inc.  ","Rhino Games, Inc.  "
789,Mythgard,iOS,2020,Strategy,"Rhino Games, Inc.  ","Rhino Games, Inc.  "
790,Mythgard,And,2020,Strategy,"Rhino Games, Inc.  ","Rhino Games, Inc.  "
791,"Neko Ghost, Jump!",XOne,2020,Platform,Burgos Games  ,Burgos Games  
792,"Neko Ghost, Jump!",PS4,2020,Platform,Burgos Games  ,Burgos Games  
793,"Neko Ghost, Jump!",PC,2020,Platform,Burgos Games  ,Burgos Games  
794,Neon City Riders,XOne,2020,Action-Adventure,Bromio  ,Mecha Studios  
795,Neon City Riders,PS4,2020,Action-Adventure,Bromio  ,Mecha Studios  
796,Neon City Riders,PC,2020,Action-Adventure,Bromio  ,Mecha Studios  
797,Neon City Riders,NS,2020,Action-Adventure,Bromio  ,Mecha Studios  
798,Nickelodeon Kart Racers 2: Grand Prix,PC,2020,Racing,GameMill Entertainment  ,Bamtang  
799,Ori and the Will of the Wisps,XS,2020,Action-Adventure,Xbox Game Studios  ,Moon Studios  
800,Overcooked! All You Can Eat,XS,2020,Party,Team17  ,Ghost Town Games  
801,Overcooked! All You Can Eat,PS5,2020,Party,Team17  ,Ghost Town Games  
802,Paradise Lost,XS,2020,Adventure,All in! Games  ,PolyAmorous  
803,Paradise Lost,PS5,2020,Adventure,All in! Games  ,PolyAmorous  
804,Paradise Lost,PC,2020,Adventure,All in! Games  ,PolyAmorous  
805,Path of Exile 2,PC,2020,Role-Playing,Grinding Gear Games  ,Grinding Gear Games  
806,Phoenix Point,XOne,2020,Strategy,Snapshot Games  ,Snapshot Games  
807,Phoenix Point,PS4,2020,Strategy,Snapshot Games  ,Snapshot Games  
808,Planet Coaster: Console Edition,XOne,2020,Simulation,Frontier Developments  ,Frontier Developments  
809,Planet Coaster: Console Edition,PS4,2020,Simulation,Frontier Developments  ,Frontier Developments  
810,Please Be Happy,PC,2020,Visual Novel,Sekai Project  ,Studio Elan  
811,Please Be Happy,NS,2020,Visual Novel,Sekai Project  ,Studio Elan  
812,Project Resistance,XOne,2020,Action-Adventure,Capcom  ,Capcom  
813,Project Resistance,PS4,2020,Action-Adventure,Capcom  ,Capcom  
814,Project Resistance,PC,2020,Action-Adventure,Capcom  ,Capcom  
815,Project Witchstone,XOne,2020,Role-Playing,SpearHead Games  ,Spearhead Games  
816,Project Witchstone,PS4,2020,Role-Playing,SpearHead Games  ,Spearhead Games  
817,Project Witchstone,PC,2020,Role-Playing,SpearHead Games  ,Spearhead Games  
818,Psikyo Shooting Stars Alpha,NS,2020,Shooter,NIS America  ,City Connection  
819,Psikyo Shooting Stars Bravo,NS,2020,Shooter,NIS America  ,City Connection  
820,Quake Champions,PC,2020,Shooter,Bethesda Softworks  ,id Software  
821,Rabbids: Adventure Party,NS,2020,Party,Ubisoft  ,Ubisoft  
822,Ready or Not,PC,2020,Shooter,VOID Interactive  ,VOID Interactive  
823,Reverse Collapse: Code Name Bakery,PC,2020,Role-Playing,X.D. Network Inc.  , Sunborn Games Technology Co  
824,Reverse Collapse: Code Name Bakery,NS,2020,Role-Playing,X.D. Network Inc.  , Sunborn Games Technology Co  
825,Rogue Company,XOne,2020,Shooter,Hi-Rez Studios  ,First Watch Games  
826,Rogue Company,PS4,2020,Shooter,Hi-Rez Studios  ,First Watch Games  
827,Rogue Company,PC,2020,Shooter,Hi-Rez Studios  ,First Watch Games  
828,Rogue Company,NS,2020,Shooter,Hi-Rez Studios  ,First Watch Games  
829,Roller Champions,PC,2020,Sports,Ubisoft  ,Ubisoft  
830,Root Double: Before Crime * After Days,NS,2020,Visual Novel,Sekai Project  ,Regista  
831,RPG Time: The Legend of Wright,PC,2020,Puzzle,Desk Works  ,Desk Works  
832,RPG Time: The Legend of Wright,XOne,2020,Puzzle,Desk Works  ,Desk Works  
833,Rust,XOne,2020,Action-Adventure,Facepunch Studios  ,Facepunch Studios  
834,Rust,PS4,2020,Action-Adventure,Facepunch Studios  ,Facepunch Studios  
835,Sable,XOne,2020,Adventure,Raw Fury  ,Shedworks  
836,Sable,PS4,2020,Adventure,Raw Fury  ,Shedworks  
837,Sable,PC,2020,Adventure,Raw Fury  ,Shedworks  
838,Scott Pilgrim vs. the World: The Game - Complete Edition,XOne,2020,Action,Ubisoft  ,Ubisoft  
839,Scott Pilgrim vs. the World: The Game - Complete Edition,PS4,2020,Action,Ubisoft  ,Ubisoft  
840,Scott Pilgrim vs. the World: The Game - Complete Edition,PC,2020,Action,Ubisoft  ,Ubisoft  
841,Scott Pilgrim vs. the World: The Game - Complete Edition,NS,2020,Action,Ubisoft  ,Ubisoft  
842,Second Extinction,XS,2020,Shooter,Systemic Reaction  ,Systemic Reaction  
843,Shantae: Risky's Revenge,XOne,2020,Platform,WayForward Technologies  ,WayForward Technologies  
844,Shantae: Risky's Revenge,NS,2020,Platform,WayForward Technologies  ,WayForward Technologies  
845,Skater XL,XOne,2020,Sports,Easy Day Studios Pty Ltd  ,Easy Day Studios Pty Ltd  
846,Skater XL,PC,2020,Sports,Easy Day Studios Pty Ltd  ,Easy Day Studios Pty Ltd  
847,Skull & Bones,PC,2020,Action-Adventure,Ubisoft  ,Ubisoft Singapore  
848,Skull & Bones,XOne,2020,Action-Adventure,Ubisoft  ,Ubisoft Singapore  
849,Skull & Bones,PS4,2020,Action-Adventure,Ubisoft  ,Ubisoft Singapore  
850,Space Channel 5 VR: Kinda Funky News Flash!,PC,2020,Music,Sega  ,Grounding Inc.  
851,Space Channel 5 VR: Kinda Funky News Flash!,PS4,2020,Music,Sega  ,Grounding Inc.  
852,Spiritfarer,XOne,2020,Adventure,Thunder Lotus Games  ,Thunder Lotus Games  
853,Spiritfarer,PC,2020,Adventure,Thunder Lotus Games  ,Thunder Lotus Games  
854,Spiritfarer,NS,2020,Simulation,Thunder Lotus Games  ,Thunder Lotus Games  
855,Spiritfarer,PS4,2020,Simulation,Thunder Lotus Games  ,Thunder Lotus Games  
856,Sports Story,NS,2020,Sports,Sidebar Games  ,Sidebar Games  
857,Starfield,PC,2020,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  
858,State of Decay 3,XS,2020,Action-Adventure,Xbox Game Studios  ,Undead Labs  
859,State of Decay 3,PC,2020,Action-Adventure,Xbox Game Studios  ,Undead Labs  
860,Super Robot Wars V,NS,2020,Role-Playing,Bandai Namco Entertainment  ,B.B. Studio  
861,Super Robot Wars V,PC,2020,Role-Playing,Bandai Namco Entertainment  ,B.B. Studio  
862,System Shock (Remake),PC,2020,Role-Playing,Nightdive Studios  ,Nightdive Studios  
863,System Shock (Remake),XOne,2020,Role-Playing,Nightdive Studios  ,Nightdive Studios  
864,System Shock (Remake),PS4,2020,Role-Playing,Nightdive Studios  ,Nightdive Studios  
865,System Shock (Remake),Linux,2020,Role-Playing,Nightdive Studios  ,Nightdive Studios  
866,Tales of Arise,XOne,2020,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco Games  
867,Tales of Arise,PC,2020,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco Games  
868,Tales of Arise,PS4,2020,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco Games  
869,Tell Me Why,XS,2020,Adventure,Xbox Game Studios  ,DONTNOD Entertainment  
870,The Almost Gone,PC,2020,Adventure,Playdigious  ,Happy Volcano  
871,The Almost Gone,NS,2020,Adventure,Playdigious  ,Happy Volcano  
872,The Almost Gone,And,2020,Adventure,Playdigious  ,Happy Volcano  
873,The Almost Gone,iOS,2020,Adventure,Playdigious  ,Happy Volcano  
874,The Artful Escape,XOne,2020,Platform,Annapurna Interactive  ,Beethoven & Dinosaur  
875,The Artful Escape,PC,2020,Platform,Annapurna Interactive  ,Beethoven & Dinosaur  
876,The Artful Escape,iOS,2020,Platform,Annapurna Interactive  ,Beethoven & Dinosaur  
877,The Ascent,XS,2020,Action,Curve Digital  ,Neon Giant  
878,The Ascent,XOne,2020,Role-Playing,Curve Digital  ,Neon Giant  
879,The Ascent,PC,2020,Role-Playing,Curve Digital  ,Neon Giant  
880,The Elder Scrolls VI,PC,2020,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  
881,The Elder Scrolls: Blades,iOS,2020,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  
882,The Elder Scrolls: Blades,And,2020,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  
883,The Elder Scrolls: Blades,NS,2020,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  
884,The Falconeer,PC,2020,Role-Playing,Wired Productions  ,Tomas Sala  
885,The Good Life,XOne,2020,Role-Playing,White Owls  ,White Owls  
886,The Good Life,PS4,2020,Role-Playing,White Owls  ,White Owls  
887,The Good Life,NS,2020,Role-Playing,White Owls  ,White Owls  
888,The Guild 3,PC,2020,Role-Playing,THQ Nordic  ,GolemLabs  
889,The Idolmaster: Starlit Season,PS4,2020,Music,Bandai Namco Entertainment  ,Bandai Namco Games  
890,The Idolmaster: Starlit Season,PC,2020,Music,Bandai Namco Entertainment  ,Bandai Namco Games  
891,The Last Campfire,XOne,2020,Adventure,Hello Games  ,Hello Games  
892,The Last Campfire,PS4,2020,Adventure,Hello Games  ,Hello Games  
893,The Last Campfire,NS,2020,Adventure,Hello Games  ,Hello Games  
894,The Last Spell,NS,2020,Role-Playing,CCCP  ,CCCP  
895,The Last Spell,PC,2020,Role-Playing,CCCP  ,CCCP  
896,The Legend of Zelda: Breath of the Wild 2,NS,2020,Action-Adventure,Nintendo  ,Nintendo  
897,The Medium,XS,2020,Adventure,Bloober Team  ,Bloober Team  
898,The Medium,PC,2020,Adventure,Bloober Team  ,Bloober Team  
899,The Oriental Exorcist,PS4,2020,Role-Playing,bilibili  ,wildfiregame  
900,The Oriental Exorcist,PC,2020,Role-Playing,bilibili  ,wildfiregame  
901,The Pathless,PS4,2020,Adventure,Annapurna Interactive  ,Giant Squid Studios  
902,The Pathless,PC,2020,Adventure,Annapurna Interactive  ,Giant Squid Studios  
903,The Pathless,PS5,2020,Adventure,Annapurna Interactive  ,Giant Squid Studios  
904,The Settlers (2020),PC,2020,Strategy,Ubisoft  ,Blue Byte  
905,The Survivalists,XOne,2020,Action-Adventure,Team17  ,Team17  
906,The Survivalists,PS4,2020,Action-Adventure,Team17  ,Team17  
907,The Survivalists,PC,2020,Action-Adventure,Team17  ,Team17  
908,The Survivalists,NS,2020,Action-Adventure,Team17  ,Team17  
909,The Universim,PC,2020,Simulation,Crytivo Games  ,Crytivo Games  
910,The Universim,Linux,2020,Simulation,Crytivo Games  ,Crytivo Games  
911,Tom Clancy's Rainbow Six: Extraction,PC,2020,Shooter,Ubisoft  ,Ubisoft Montreal  
912,Tom Clancy's Rainbow Six: Extraction,PS4,2020,Shooter,Ubisoft  ,Ubisoft Montreal  
913,Tom Clancy's Rainbow Six: Extraction,XOne,2020,Shooter,Ubisoft  ,Ubisoft Montreal  
914,Tom Clancy's Rainbow Six: Extraction,XS,2020,Shooter,Ubisoft  ,Ubisoft Montreal  
915,Tom Clancy's Rainbow Six: Extraction,PS5,2020,Shooter,Ubisoft  ,Ubisoft Montreal  
916,Tom Clancy's Rainbow Six: Siege,XS,2020,Shooter,Ubisoft  ,Ubisoft Montreal  
917,Tom Clancy's Rainbow Six: Siege,PS5,2020,Shooter,Ubisoft  ,Ubisoft Montreal  
918,Twin Mirror,PS4,2020,Adventure,Bandai Namco  ,DONTNOD Entertainment  
919,Twin Mirror,XOne,2020,Adventure,Bandai Namco  ,DONTNOD Entertainment  
920,Twin Mirror,PC,2020,Adventure,Bandai Namco  ,DONTNOD Entertainment  
921,Undying,PS4,2020,Adventure,Vanimals  ,Vanimals  
922,Undying,PC,2020,Adventure,Vanimals  ,Vanimals  
923,Valkyrie of Phantasm,PC,2020,Action,Area Zero  ,Area Zero  
924,Valkyrie of Phantasm,PS4,2020,Action,Area Zero  ,Area Zero  
925,Valkyrie of Phantasm,NS,2020,Action,Area Zero  ,Area Zero  
926,Vasara Collection,PS4,2020,Shooter,QUByte Interactive  ,QUByte Interactive  
927,Vasara Collection,PSV,2020,Shooter,QUByte Interactive  ,QUByte Interactive  
928,Vigil: The Longest Night,XOne,2020,Platform,Another Indie  ,Glass Heart Games  
929,Vigil: The Longest Night,PS4,2020,Platform,Another Indie  ,Glass Heart Games  
930,Vigil: The Longest Night,NS,2020,Platform,Another Indie  ,Glass Heart Games  
931,Warframe,XS,2020,Shooter,Digital Extremes  ,Digital Extremes  
932,Warframe,PS5,2020,Shooter,Digital Extremes  ,Digital Extremes  
933,Ways to the Woods,XOne,2020,Adventure,Team 17  ,Anthony Tan  
934,Ways to the Woods,PC,2020,Adventure,Team 17  ,Anthony Tan  
935,Windjammers 2,NS,2020,Sports,DotEmu  ,DotEmu  
936,Windjammers 2,PC,2020,Sports,DotEmu  ,DotEmu  
937,Witchbrook,PC,2020,Role-Playing,Chucklefish  ,Chucklefish  
938,WRC 9,XS,2020,Racing,Nacon  ,Kylotonn  
939,WRC 9,PS5,2020,Racing,Nacon  ,Kylotonn  
940,Yakuza: Like A Dragon,PS5,2020,Action-Adventure,Sega  ,Sega  
941,Yo-kai Watch 1 for Nintendo Switch,NS,2020,Role-Playing,Nintendo  ,Level 5  
942,Football Manager 2021,All,2020,Simulation,Sega  ,Sports Interactive  
943,Hyrule Warriors: Age of Calamity,NS,2020,Action,Nintendo  ,Koei Tecmo Games  
944,Katamari Damacy Reroll,XOne,2020,Action,Bandai Namco Entertainment  ,Namco  
945,Katamari Damacy Reroll,PS4,2020,Action,Bandai Namco Entertainment  ,Namco  
946,Bridge Constructor: The Walking Dead,All,2020,Puzzle,Headup Games  ,ClockStone  
947,Bubble Bobble 4 Friends: The Baron is Back!,PS4,2020,Action,Taito  ,Taito  
948,Cyberpunk 2077,PC,2020,Action-Adventure,CD Projekt Red Studio  ,CD Projekt Red Studio  
949,Cyberpunk 2077,PS4,2020,Action-Adventure,CD Projekt Red Studio  ,CD Projekt Red Studio  
950,Cyberpunk 2077,XOne,2020,Action-Adventure,CD Projekt Red Studio  ,CD Projekt Red Studio  
951,"Momotaro Dentetsu: Showa, Heisei, Reiwa Mo Teiban!",NS,2020,Party,Konami  ,Konami  
952,Call of Duty: Black Ops Cold War,XS,2020,Shooter,Activision  ,Treyarch  
953,Call of Duty: Black Ops Cold War,PS5,2020,Shooter,Activision  ,Treyarch  
954,Call of Duty: Black Ops Cold War,PC,2020,Shooter,Activision  ,Treyarch  
955,Kingdom Hearts: Melody of Memory,XOne,2020,Music,Square Enix  ,Square Enix  
956,Kingdom Hearts: Melody of Memory,PS4,2020,Music,Square Enix  ,Square Enix  
957,Kingdom Hearts: Melody of Memory,NS,2020,Music,Square Enix  ,Square Enix  
958,Need for Speed: Hot Pursuit Remastered,NS,2020,Racing,Electronic Arts  ,Criterion Games  
959,Yakuza: Like a Dragon,PS4,2020,Action-Adventure,Sega  ,Sega  
960,Yakuza: Like A Dragon,XOne,2020,Action-Adventure,Sega  ,Sega  
961,Yakuza: Like A Dragon,PC,2020,Action-Adventure,Sega  ,Sega  
962,Assassin's Creed Valhalla,PS5,2020,Action-Adventure,Ubisoft  ,Ubisoft  
963,Astro's Playroom,PS5,2020,Action-Adventure,Sony Interactive Entertainment  ,ASOBI Team  
964,Demon’s Souls,PS5,2020,Action-Adventure,Sony Interactive Entertainment  ,Bluepoint Games  
965,Destruction Allstars,PS5,2020,Action,Sony Interactive Entertainment  ,Lucid Games  
966,Devil May Cry 5 Special Edition,PS5,2020,Action,Capcom  ,Capcom  
967,Fortnite,PS5,2020,Shooter,Epic Games  ,Epic Games  
968,Godfall,PS5,2020,Role-Playing,Gearbox Publishing  ,Counterplay Games  
969,Godfall,PC,2020,Role-Playing,Gearbox Publishing  ,Counterplay Games  
970,Just Dance 2021,XOne,2020,Music,Ubisoft  ,Ubisoft Paris  
971,Just Dance 2021,XS,2020,Music,Ubisoft  ,Ubisoft Paris  
972,Just Dance 2021,PS5,2020,Music,Ubisoft  ,Ubisoft Paris  
973,Just Dance 2021,PS4,2020,Music,Ubisoft  ,Ubisoft Paris  
974,Just Dance 2021,NS,2020,Music,Ubisoft  ,Ubisoft Paris  
975,Madden NFL 21,PS5,2020,Sports,EA Sports  ,EA Tiburon  
976,Maneater,PS5,2020,Action,Deep Silver  ,Tripwire Interactive  
977,Marvel's Avengers,PS5,2020,Action,Square Enix  ,Crystal Dynamics  
